방이름,보증금,월세,전세,방 수,욕실 수,주소,평 수,관리비,주차 여부,방향,층,총 층,건축물 용도,전세여부,월세여부,부동산 이름,부동산 전화번호,복층 여부,사용승인일,내부시설,기타시설
일반원룸 대림메트로큐브3층,"1,000",42,0,1,1,서울시 영등포구 대림동,17㎡/17㎡(전용률100%),0.0006만원,가능,북향(안방 기준),2,6,단독주택,0,1,e편한세상부동산중개사무소,"02-844-4410,010-2715-6786",단층,2018.06.01,"엘리베이터, ",none
단독2층,"1,000",42,0,1,1,서울시 영등포구 대림동 934-49,30㎡/30㎡(전용률100%),0원,불가능,남서향(거실 기준),2,2,단독주택,0,1,양지공인중개사사무소,"02-833-8965,010-5241-9118",단층,1978.02.05,none,none
일반원룸B1층,100,35,0,1,1,서울시 영등포구 대림동 833-13,23.14㎡/23.14㎡(전용률100%),10만원,가능,남동향(안방 기준),B1,4,단독주택,0,1,"예스공인중개사사무소
",02-844-8224,단층,2018.10.22,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, 인터폰, 방범창, 화재경보기, "
다가구1층,"1,500",50,0,2,1,서울시 영등포구 대림동 894-59,35㎡/35㎡(전용률100%),0원,불가능,남동향(거실 기준),1,2,단독주택,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",단층,1993.10.18,"베란다, ",none
일반원룸 에버그린4층,100,54,0,1,1,서울시 영등포구 대림동 726-2,28.12㎡/28㎡(전용률100%),5만원,가능,남서향(안방 기준),4,5,단독주택,0,1,미소공인중개사사무소,010-7126-8348,단층,2011.05.27,"냉장고, 세탁기, 싱크대, 옷장, 신발장, 전자레인지, ","현관보안, CCTV, 인터폰, 비디오폰, 카드키, 방범창, 경비원, 화재경보기, "
다가구1층,"1억 2,000",10,0,2,1,서울시 영등포구 대림동 855-7,37.8㎡/37.8㎡(전용률100%),0원,불가능,남동향(거실 기준),1,2,단독주택,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",단층,1989.03.20,none,none
일반원룸 원프라임3층,500,45,0,1,1,서울시 영등포구 대림동 738-14,19.83㎡/16.53㎡(전용률83%),6만원,불가능,동향(안방 기준),3,5,제2종 근린생활시설,0,1,다모하중개법인공인중개사사무소주식회사,"02-860-8666,010-4712-1073",단층,2013.06.04,"냉장고, 세탁기, 싱크대, 책상, 신발장, 인덕션레인지, ","현관보안, CCTV, 카드키, 화재경보기, "
일반원룸3층,500,39,0,1,1,서울시 영등포구 대림동 713-1,29.75㎡/18.18㎡(전용률61%),7만원,가능,동향(안방 기준),3,3,단독주택,0,1,뉴탑공인중개사사무소,"02-868-7555,010-5457-7555",단층,2016.06.29,"냉장고, 세탁기, 싱크대, 붙박이장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, 인터폰, 화재경보기, "
일반원룸고층,"1,000",50,0,1,1,서울시 영등포구 대림동 877-22,30㎡/20㎡(전용률67%),6만원,불가능,남서향(안방 기준),고,4,단독주택,0,1,다모하중개법인공인중개사사무소주식회사,"02-860-8666,010-4712-1073",단층,2018.03.27,none,none
일반원룸고층,"1,000",50,0,1,1,서울시 영등포구 대림동 906-68,23㎡/20㎡(전용률87%),5만원,가능,남동향(안방 기준),2,3,단독주택,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",단층,2016.02.16,none,none
일반원룸2층,500,35,0,1,1,서울시 영등포구 대림동 975-14,23㎡/16㎡(전용률70%),5만원,불가능,남서향(거실 기준),2,4,단독주택,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",단층,2018.02.12,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 벽걸이에어컨, ","CCTV, "
일반원룸2층,500,35,0,1,1,서울시 영등포구 대림동 954-4,22㎡/16㎡(전용률73%),6만원,불가능,남동향(거실 기준),1,3,단독주택,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",단층,2016.11.02,none,none
일반원룸1층,500,40,0,1,1,서울시 영등포구 대림동 1095-14,29.75㎡/19.83㎡(전용률67%),0.0007만원,가능,남서향(거실 기준),B1,3,단독주택,0,1,베테랑공인중개사사무소,"02-6082-6118,010-7191-2778",단층,2017.08.11,"냉장고, 붙박이장, 세탁기, 신발장, 싱크대, 인덕션레인지, 책상, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, 화재경보기, "
일반원룸B1층,100,30,0,1,1,서울시 영등포구 대림동 1092-43,20.91㎡/20.91㎡(전용률100%),5만원,가능,동향(거실 기준),2,3,단독주택,0,1,jj공인중개사사무소,"02-859-0705,010-9153-2327",단층,2012.05.04,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","방범창, 비디오폰, 현관보안, CCTV, 화재경보기, "
일반원룸2층,500,40,0,1,1,서울시 영등포구 대림동 824-98,25㎡/25㎡(전용률100%),5만원,가능,남동향(안방 기준),중,3,단독주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",단층,2016.08.04,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 벽걸이에어컨, ","카드키, CCTV, 현관보안, 화재경보기, "
일반원룸2층,"1,000",60,0,2,1,서울시 영등포구 대림동 689-13,42.97㎡/33.05㎡(전용률77%),0원,불가능,남향(안방 기준),2,3,단독주택,0,1,미소공인중개사사무소,"02-856-3339,010-5775-2881",단층,1987.09.18,"싱크대, 신발장, 가스레인지, ","현관보안, CCTV, 인터폰, 화재경보기, 베란다, 마당, "
일반원룸B1층,200,39,0,1,1,서울시 영등포구 대림동 1095-35,26.44㎡/19.83㎡(전용률75%),6만원,가능,남동향(거실 기준),B1,3,단독주택,0,1,베테랑공인중개사사무소,"02-6082-6118,010-7191-2778",단층,2017.02.02,"냉장고, 붙박이장, 싱크대, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","방범창, 인터폰, 현관보안, CCTV, 화재경보기, "
일반원룸B1층,200,39,0,1,1,서울시 영등포구 대림동 975-14,33㎡/23㎡(전용률70%),5만원,불가능,남향(거실 기준),3,4,단독주택,0,1,이화공인중개사,"02-833-0113,010-4318-1416",단층,2018.02.12,none,none
일반원룸저층,"1억 1,000",20,0,2,1,서울시 영등포구 대림동 810-6,38㎡/29㎡(전용률76%),6만원,불가능,남서향(안방 기준),저,3,단독주택,0,1,대상부동산 공인중개사사무소,"02-2066-2422,010-9088-2036",단층,2016.12.15,"냉장고, 붙박이장, 세탁기, 신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ","현관보안, CCTV, "
일반원룸저층,500,35,0,1,1,서울시 영등포구 대림동 734-3,24.1㎡/16.99㎡(전용률70%),5만원,가능,남동향(거실 기준),중,4,단독주택,0,1,소원공인중개사사무소,"02-6396-0978,010-2929-0978",단층,2015.02.27,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","현관보안, "
일반원룸중층,"5,000",25,0,2,1,서울시 영등포구 대림동,40㎡/40㎡(전용률100%),0원,불가능,남동향(안방 기준),중,3,단독주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",단층,1996.09.09,"베란다, ",none
다가구B1층,300,40,0,2,1,서울시 영등포구 대림동 658-8,49.5㎡/33㎡(전용률67%),0원,불가능,남서향(안방 기준),B1,2,단독주택,0,1,꿀벌부동산공인중개사사무소,"070-4388-4982,010-4966-4982",단층,1985.11.04,"싱크대, ",none
G밸리소홈 1동6층,"1,000",61,0,1,1,서울시 영등포구 대림동 778-10,24.25㎡/18.55㎡(전용률76%),6만원,가능,동향(거실 기준),2,6,제2종 근린생활시설,0,1,"한큐공인중개사사무소
","010-9150-5340,010-9150-5340",단층,2018.06.01,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","비디오폰, 현관보안, CCTV, 엘리베이터, 화재경보기, "
일반원룸 다온채2층,"3,000",50,0,2,1,서울시 영등포구 대림동,40㎡/40㎡(전용률100%),5만원,불가능,남동향(안방 기준),저,3,단독주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",단층,2018.11.30,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","카드키, CCTV, 현관보안, 화재경보기, "
일반원룸 코뿔소고층,500,40,0,1,1,서울시 영등포구 대림동 700-23,30㎡/18㎡(전용률60%),12만원,불가능,남동향(거실 기준),고,5,제1종 근린생활시설,0,1,소원공인중개사사무소,"02-6396-0978,010-2929-0978",단층,2010.12.28,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","현관보안, CCTV, 베란다, "
일반원룸 코뿔소고층,100,37,0,1,1,서울시 영등포구 대림동 700-15,30㎡/18㎡(전용률60%),6만원,불가능,남동향(거실 기준),저,4,제1종 근린생활시설,0,1,소원공인중개사사무소,"02-6396-0978,010-2929-0978",단층,2019.10.02,"냉장고, 붙박이장, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","현관보안, CCTV, "
일반원룸저층,2억,50,0,2,1,서울시 영등포구 대림동,49.1㎡/49㎡(전용률100%),6만원,가능,남서향(거실 기준),고,5,단독주택,0,1,"슬기로운부동산공인중개사사무소
","02-582-3339,010-5307-3336",단층,2020.02.03,"냉장고, 세탁기, 인덕션레인지, 천장에어컨, ","엘리베이터, "
일반원룸 에버그린고층,500,40,0,1,1,서울시 영등포구 대림동 726-2,30㎡/18㎡(전용률60%),5만원,불가능,남동향(거실 기준),고,4,단독주택,0,1,소원공인중개사사무소,"02-6396-0978,010-2929-0978",단층,2011.05.27,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","현관보안, "
일반원룸 에버그린고층,500,40,0,1,1,서울시 영등포구 대림동 833-13,30㎡/18㎡(전용률60%),7만원,불가능,남동향(거실 기준),저,4,제1종 근린생활시설,0,1,소원공인중개사사무소,"02-6396-0978,010-2929-0978",단층,2018.10.22,"냉장고, 붙박이장, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","현관보안, "
일반원룸저층,"1,000",60,0,2,1,서울시 영등포구 대림동,45㎡/45㎡(전용률100%),0원,가능,남동향(안방 기준),중,2,단독주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",단층,1990.05.17,none,none
일반원룸 데이지 2층,"2,000",70,0,1,1,서울시 영등포구 대림동 1093-30,60.06㎡/26.45㎡(전용률44%),0원,가능,북동향(거실 기준),2,4,단독주택,0,1,"정하나공인중개사사무소
","02-851-1123,010-8394-7978",단층,2018.12.05,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, ",none
일반원룸 데이지 2층,"2,000",70,0,1,1,서울시 영등포구 대림동,29.75㎡/29.75㎡(전용률100%),0원,불가능,동향(거실 기준),2,4,단독주택,0,1,월드공인중개사사무소,"02-831-8207,010-4344-5916",단층,2017.11.22,none,none
도시형생활주택,"3,000",50,0,1,1,서울시 영등포구 대림동 704-14,32.82㎡/22.26㎡(전용률68%),4만원,불가능,북동향(안방 기준),고,5,공동주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",복층,2021.03.24,"신발장, 냉장고, 싱크대, 인덕션레인지, 천장에어컨, ","인터폰, 카드키, CCTV, 현관보안, 엘리베이터, 화재경보기, "
일반원룸고층,200,30,0,1,1,서울시 영등포구 대림동 990-110,26.44㎡/23.14㎡(전용률88%),10만원,불가능,북동향(안방 기준),고,3,단독주택,0,1,"화랑부동산공인중개사사무소
",02-851-8941,단층,1994.01.08,"냉장고, 세탁기, 싱크대, 옷장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, "
일반원룸고층,200,30,0,1,1,서울시 영등포구 대림동 954-4,28㎡/18㎡(전용률64%),6만원,불가능,남동향(안방 기준),3,3,단독주택,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",단층,2016.11.02,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","CCTV, "
일반원룸3층,"1,000",50,0,1,-,서울시 영등포구 대림동,28㎡/16.52㎡(전용률59%),7만원,불가능,남서향(거실 기준),저,4,단독주택,0,1,하나세인스톤공인중개사사무소,"02-868-8884,010-2974-8806",단층,2019.10.02,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, 화재경보기, "
단독 띠아모저층,100,44,0,1,1,서울시 영등포구 대림동 721-17,25㎡/18㎡(전용률72%),5만원,불가능,동향(안방 기준),3,4,제2종 근린생활시설,0,1,뉴혜성공인중개사사무소,"02-830-8088,010-9052-9443",단층,2010.09.08,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, 베란다, "
일반원룸 윤석텔3층,500,45,0,1,1,서울시 영등포구 대림동 833-13,23㎡/18㎡(전용률78%),7만원,불가능,북동향(안방 기준),B1,4,제2종 근린생활시설,0,1,뉴혜성공인중개사사무소,"02-830-8088,010-9052-9443",단층,2018.10.22,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, "
일반원룸B1층,100,38,0,1,1,서울시 영등포구 대림동 700-15,23㎡/18㎡(전용률78%),7만원,불가능,북동향(안방 기준),B1,4,제2종 근린생활시설,0,1,뉴혜성공인중개사사무소,"02-830-8088,010-9052-9443",단층,2019.10.02,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, "
일반원룸B1층,100,37,0,1,1,서울시 영등포구 대림동 726-2,18.8㎡/18.8㎡(전용률100%),0원,불가능,동향(거실 기준),2,5,단독주택,0,1,선영공인중개사사무소,"02-848-8480,010-9882-8480",단층,2011.05.27,"CCTV, 현관보안, ",none
단독,300,25,0,1,1,서울시 영등포구 대림동,25㎡/25㎡(전용률100%),0원,불가능,남동향(안방 기준),3,3,단독주택,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",단층,1989.04.19,none,none
일반원룸,300,45,0,1,1,서울시 영등포구 대림동 1095-30,25㎡/25㎡(전용률100%),5만원,불가능,북서향(안방 기준),중,2,단독주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",단층,2017.04.13,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","카드키, CCTV, 현관보안, 화재경보기, "
일반원룸 윤석텔,500,45,0,1,1,서울시 영등포구 대림동 721-17,18.18㎡/18.18㎡(전용률100%),5만원,불가능,남서향(거실 기준),3,4,단독주택,0,1,가고파부동산공인중개사사무소,"02-835-7802,010-8800-7802",단층,2010.09.08,"CCTV, 현관보안, 베란다, ",none
일반원룸,300,40,0,1,1,서울시 영등포구 대림동 906-10,21㎡/21㎡(전용률100%),0원,불가능,남동향(안방 기준),2,3,단독주택,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",단층,2017.10.19,none,none
일반원룸,300,30,0,1,1,서울시 영등포구 대림동 907-43,18㎡/18㎡(전용률100%),6만원,불가능,남동향(거실 기준),B1,4,단독주택,0,1,양지공인중개사사무소,"02-833-8965,010-5241-9118",단층,2020.03.03,none,none
일반원룸 모정하우스3층,"1,500",35,0,1,1,서울시 영등포구 대림동 729-1,20㎡/20㎡(전용률100%),5만원,불가능,남향(거실 기준),3,4,제2종 근린생활시설,0,1,21세기공인중개사,"02-836-4393,010-3911-7448",단층,2010,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 벽걸이에어컨, ","카드키, 현관보안, CCTV, 베란다, "
일반원룸 모정하우스3층,"1,500",35,0,1,1,서울시 영등포구 대림동 738-14,18㎡/12.57㎡(전용률70%),6만원,가능,남서향(거실 기준),2,5,공동주택,0,1,다모하중개법인공인중개사사무소주식회사,"02-860-8666,010-4850-0240",단층,2013.06.04,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, 카드키, CCTV, 현관보안, 엘리베이터, 화재경보기, "
도시형생활주택 원프라임2층,500,40,0,1,1,서울시 영등포구 대림동 893-70,26㎡/25㎡(전용률96%),5만원,불가능,남동향(거실 기준),B1,3,단독주택,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",단층,2011.10.19,"냉장고, 샤워부스, 싱크대, 옷장, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","방범창, 현관보안, CCTV, 베란다, "
일반원룸3층,"1,000",50,0,1,1,서울시 영등포구 대림동 954-4,28㎡/20㎡(전용률71%),6만원,불가능,남동향(안방 기준),3,3,단독주택,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",단층,2016.11.02,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","CCTV, "
일반원룸고층,"1,000",61,0,1,1,서울시 영등포구 대림동 1101-7,16.1㎡/16.1㎡(전용률100%),7만원,가능,북동향(안방 기준),고,1,공동주택,0,1,"감동공인중개사사무소
","02-858-2482,010-2507-4001",단층,2018.10.30,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 신발장, 전자레인지, 인덕션레인지, 천장에어컨, ","현관보안, CCTV, 인터폰, 비디오폰, 카드키, 방범창, 화재경보기, "
일반원룸 블루빌1층,100,25,0,1,1,서울시 영등포구 대림동 987-6,19.83㎡/19.83㎡(전용률100%),11만원,불가능,남동향(안방 기준),1,3,단독주택,0,1,"예스공인중개사사무소
",02-857-8353,단층,1985.09.26,"냉장고, 세탁기, 싱크대, 옷장, 붙박이장, 신발장, 인덕션레인지, ","현관보안, CCTV, 인터폰, 방범창, 화재경보기, "
일반원룸 블루빌1층,100,25,0,1,1,서울시 영등포구 대림동,33㎡/33㎡(전용률100%),0원,불가능,남서향(거실 기준),1,2,단독주택,0,1,양지공인중개사사무소,"02-833-8965,010-5241-9118",단층,1976.08.16,none,none
단독,"6,000",40,0,2,1,서울시 영등포구 대림동,45㎡/35㎡(전용률78%),0원,불가능,남동향(거실 기준),1,3,단독주택,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",단층,1994.05.31,"베란다, ",none
일반원룸고층,100,33,0,1,1,서울시 영등포구 대림동 1075-43,29.75㎡/26.44㎡(전용률89%),10만원,불가능,남향(안방 기준),고,4,단독주택,0,1,"바다부동산공인중개사사무소
",070-7510-2242,단층,2020.03.18,"냉장고, 세탁기, 싱크대, 옷장, 신발장, 전자레인지, 인덕션레인지, 천장에어컨, ","CCTV, 인터폰, 방범창, "
일반원룸고층,100,33,0,2,1,서울시 영등포구 대림동 659-8,49.92㎡/49.92㎡(전용률100%),0원,불가능,남동향(거실 기준),2,2,단독주택,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",단층,1985.11.09,none,none
단독,"7,000",10,0,1,1,서울시 영등포구 대림동 975-14,19.8㎡/19.8㎡(전용률100%),0.0005만원,불가능,남동향(안방 기준),3,4,단독주택,0,1,"지성공인중개사
","010-4537-7100,010-4537-7100",단층,2018.02.12,"신발장, 냉장고, 세탁기, 싱크대, 벽걸이에어컨, ","비디오폰, 인터폰, CCTV, 현관보안, "
일반원룸저층,400,35,0,1,1,서울시 영등포구 대림동 882-10,23.14㎡/19.83㎡(전용률86%),6만원,불가능,남동향(거실 기준),저,3,단독주택,0,1,다모하중개법인공인중개사사무소주식회사,"02-860-8666,010-4712-1073",단층,2017.10.20,"냉장고, 세탁기, 싱크대, 신발장, 가스레인지, ","현관보안, CCTV, 인터폰, 카드키, 방범창, 화재경보기, "
일반원룸저층,300,33,0,1,1,서울시 영등포구 대림동 882-10,23.14㎡/23.14㎡(전용률100%),7만원,가능,북향(안방 기준),저,3,단독주택,0,1,"감동공인중개사사무소
","02-858-2482,010-2507-4001",단층,2017.10.20,"냉장고, 세탁기, 싱크대, 옷장, 신발장, 인덕션레인지, ","현관보안, "
빌라고층,"2,000",60,0,1,2,서울시 영등포구 대림동 1066-100,26.44㎡/26.44㎡(전용률100%),7만원,불가능,남동향(안방 기준),고,3,단독주택,0,1,"감동공인중개사사무소
","02-858-2482,010-2507-4001",none,2021.12.30,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, 인터폰, 비디오폰, 카드키, 방범창, 화재경보기, "
일반원룸고층,800,62,0,2,1,서울시 영등포구 대림동 713-1,29.75㎡/29.75㎡(전용률100%),10만원,가능,남향(안방 기준),고,3,단독주택,0,1,"감동공인중개사사무소
","02-858-2482,010-2507-4001",단층,2016.06.29,"냉장고, 세탁기, 싱크대, 옷장, 붙박이장, 신발장, 인덕션레인지, ","현관보안, CCTV, "
일반원룸고층,200,28,0,1,1,서울시 영등포구 대림동 1037-6,26.44㎡/23.14㎡(전용률88%),12만원,불가능,남향(거실 기준),고,3,단독주택,0,1,"화랑부동산공인중개사사무소
",02-853-6865,단층,2017.07.14,"냉장고, 세탁기, 싱크대, 옷장, 붙박이장, 침대, 신발장, 전자레인지, 인덕션레인지, 비데, ","현관보안, CCTV, 비디오폰, 화재경보기, "
일반원룸고층,200,28,0,2,1,서울시 영등포구 대림동 1116-17,53.2㎡/45.35㎡(전용률85%),0원,불가능,북동향(안방 기준),저,4,공동주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",none,1997.07.18,"베란다, ",none
일반원룸중층,"1,000",50,0,1,1,서울시 영등포구 대림동 1082-20,27.68㎡/17.05㎡(전용률62%),6만원,가능,북향(안방 기준),중,6,공동주택,0,1,집토스직영부동산 신림점,"02-6954-7448,010-3922-2369",단층,2013.05.31,"냉장고, 붙박이장, 세탁기, 식탁, 신발장, 싱크대, 옷장, 인덕션레인지, 책상, 벽걸이에어컨, ","경비원, 현관보안, CCTV, 엘리베이터, "
일반원룸중층,"1,000",50,0,1,1,서울시 영등포구 대림동 875-12,33㎡/24.37㎡(전용률74%),5만원,불가능,남서향(안방 기준),4,5,공동주택,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",단층,2012.11.19,"가스레인지, 냉장고, 세탁기, 싱크대, 옷장, 벽걸이에어컨, ",none
일반원룸1층,500,40,0,1,1,서울시 영등포구 대림동 954-4,22㎡/16㎡(전용률73%),6만원,불가능,남동향(거실 기준),1,3,단독주택,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",단층,2016.11.02,none,none
일반원룸1층,500,40,0,1,1,서울시 영등포구 대림동 954-4,33.05㎡/23.14㎡(전용률70%),6만원,가능,남향(거실 기준),2,3,단독주택,0,1,이편한정문부동산공인중개사사무소,"02-844-8939,010-9229-5055",단층,2018.09.03,"냉장고, 샤워부스, 세탁기, 신발장, 싱크대, 옷장, 벽걸이에어컨, ","현관보안, CCTV, "
일반원룸2층,"1,000",50,0,2,1,서울시 영등포구 대림동 658-7,49.74㎡/49.74㎡(전용률100%),0원,불가능,남서향(거실 기준),1,2,단독주택,0,1,황금공인,"02-833-8888,010-7628-0032",단층,-,none,none
일반원룸고층,300,35,0,1,1,서울시 영등포구 대림동 1081-80,8㎡/7㎡(전용률88%),10만원,불가능,남향(거실 기준),고,4,단독주택,0,1,"화랑부동산공인중개사사무소
",02-853-6865,단층,2019.03.15,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 신발장, 인덕션레인지, ","현관보안, CCTV, 비디오폰, 화재경보기, "
일반원룸중층,500,40,0,1,1,서울시 영등포구 대림동 894-37,21㎡/18㎡(전용률86%),0.0005만원,불가능,서향(거실 기준),중,4,단독주택,0,1,투데이공인중개사사무소,010-5442-0802,단층,2018.12.20,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 침대, 벽걸이에어컨, ","비디오폰, 인터폰, 카드키, 현관보안, CCTV, 화재경보기, "
일반원룸중층,500,40,0,1,1,서울시 영등포구 대림동 778-10,26㎡/22㎡(전용률85%),6만원,가능,서향(안방 기준),저,6,제2종 근린생활시설,0,1,수진공인중개사사무소,"02-6954-3993,010-4667-9265",단층,2018.06.01,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 천장에어컨, ","인터폰, 현관보안, 엘리베이터, "
다가구저층,"1,000",42,0,2,-,서울시 영등포구 대림동,55㎡/39.66㎡(전용률72%),6만원,불가능,남서향(거실 기준),중,3,단독주택,0,1,하나세인스톤공인중개사사무소,"02-868-8884,010-2974-8806",단층,2016.12.15,"가스레인지, 냉장고, 세탁기, 신발장, 싱크대, 옷장, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, 화재경보기, "
단독 정원빌중층,"1억 1,000",20,0,1,1,서울시 영등포구 대림동 904-6,20㎡/20㎡(전용률100%),5만원,가능,서향(거실 기준),1,5,단독주택,0,1,영신공인중개사사무소,"02-842-5757,010-6799-2190",단층,2017.06.13,"책상, 옷장, 신발장, 냉장고, 세탁기, 인덕션레인지, 벽걸이에어컨, ","인터폰, CCTV, 현관보안, "
일반원룸1층,"1,000",40,0,1,1,서울시 영등포구 대림동,25㎡/25㎡(전용률100%),0원,가능,남동향(안방 기준),B1,3,단독주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",단층,1994.05.07,"베란다, ",none
일반원룸2층,500,35,0,1,1,서울시 영등포구 대림동 975-14,23.14㎡/19.38㎡(전용률84%),5만원,불가능,남동향(안방 기준),2,3,단독주택,0,1,이편한정문부동산공인중개사사무소,"02-844-8939,010-9229-5055",단층,2018.08.07,"옷장, 붙박이장, 냉장고, 세탁기, 샤워부스, 싱크대, 벽걸이에어컨, ","CCTV, 방범창, 화재경보기, "
일반원룸저층,500,45,0,1,1,서울시 영등포구 대림동 678-4,23.14㎡/19.83㎡(전용률86%),8만원,가능,남서향(안방 기준),저,4,단독주택,0,1,"원공인중개사사무소
",02-883-0681,단층,2020.10.16,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 신발장, 전자레인지, 인덕션레인지, 샤워부스, 건조기, ","현관보안, CCTV, 비디오폰, 방범창, 화재경보기, "
일반원룸 대림시티빌,500,55,0,1,1,서울시 영등포구 대림동 705-4,26.84㎡/22.62㎡(전용률84%),3만원,가능,남서향(안방 기준),중,5,공동주택,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",단층,2004.06.25,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","인터폰, CCTV, 현관보안, 화재경보기, "
일반원룸2층,"1억 1,000",20,0,2,1,서울시 영등포구 대림동 810-6,36.36㎡/29.75㎡(전용률82%),6만원,불가능,서향(안방 기준),2,3,단독주택,0,1,"스마일공인중개사사무소
","02-6953-8176,010-5687-8176",단층,2016.12.15,"냉장고, 세탁기, 싱크대, 옷장, 붙박이장, 신발장, 전자레인지, 가스레인지, ","현관보안, CCTV, 인터폰, 비디오폰, 카드키, 방범창, 경비원, 사설경비, 화재경보기, "
일반원룸2층,"1억 1,000",20,0,1,-,서울시 영등포구 대림동,70.68㎡/13.22㎡(전용률19%),6만원,불가능,동향(거실 기준),B1,4,단독주택,0,1,베스트공인중개사사무소,"02-849-2800,010-2358-0526",단층,2017.01.24,none,none
