방이름,보증금,월세,전세,방 수,욕실 수,주소,평 수,관리비,주차 여부,층,총 층,전세여부,월세여부,부동산 이름,부동산 전화번호,복층 여부,사용승인일,내부시설,기타시설,방향_동,방향_서,방향_남,방향_북,건축물 용도_공동주택,건축물 용도_그 밖에 토지의 정착물,건축물 용도_단독주택,건축물 용도_미등기건물,건축물 용도_숙박시설,건축물 용도_업무시설,건축물 용도_제1종 근린생활시설,건축물 용도_제2종 근린생활시설,주소좌표,대형마트,편의점,지하철역
갤럭시타워 1동중층,3000,50,0,1,1,서울시 영등포구 당산동 449-26,6.05,6.0,0,-1,5,0,1,신창공인중개사사무소,"02-849-1145,010-3724-3113",0,2010,none,none,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"[0, 0]",,,
일반원룸B1층,100,38,0,1,1,서울시 영등포구 대림동 833-13,5.1999516002177995,7.0,0,-1,4,0,1,다모하중개법인공인중개사사무소주식회사,"02-860-8666,010-4712-1073",0,2018,"냉장고, 세탁기, 싱크대, 책상, 붙박이장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, 인터폰, 카드키, 방범창, 화재경보기, ",0.5,0.0,0.0,0.5,0,0,1,0,0,0,0,0,"['126.901024141294', '37.4925059219114']",715.0,66.0,382.0
일반원룸B1층,100,37,0,1,1,서울시 영등포구 대림동 700-15,5.599249803375885,7.0,0,-1,4,0,1,뉴탑공인중개사사무소,"02-868-7555,010-5457-7555",0,2019,"냉장고, 세탁기, 싱크대, 붙박이장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, 인터폰, 화재경보기, ",1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,"['126.90133567222', '37.4938811188971']",771.0,88.0,423.0
일반원룸저층,100,35,0,1,1,서울시 영등포구 대림동 833-13,5.99854800653397,10.0,0,1,4,0,1,"감동공인중개사사무소
","02-858-2482,010-2507-4001",0,2018,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, 인터폰, 비디오폰, 카드키, 방범창, 화재경보기, ",0.0,0.5,0.0,0.5,0,0,0,0,0,0,0,1,"['126.901024141294', '37.4925059219114']",715.0,66.0,382.0
일반원룸B1층,100,44,0,1,1,서울시 영등포구 대림동 700-15,4.4981547583035875,4.0,0,-1,4,0,1,다모하중개법인공인중개사사무소주식회사,"02-860-8666,010-4712-1073",0,2019,"냉장고, 세탁기, 싱크대, 붙박이장, 신발장, 인덕션레인지, ","현관보안, CCTV, 인터폰, 카드키, 방범창, 화재경보기, ",0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.90133567222', '37.4938811188971']",771.0,88.0,423.0
일반원룸중층,200,30,0,1,1,서울시 영등포구 대림동 894-37,5.99854800653397,10.0,0,2,4,0,1,"화랑부동산공인중개사사무소
",02-851-8941,0,2018,"냉장고, 세탁기, 싱크대, 옷장, 붙박이장, 침대, 신발장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.905589065462', '37.4948781346084']",467.0,42.0,688.0
일반원룸중층,200,30,0,1,1,서울시 영등포구 대림동 875-3,5.904773428519571,10.0,0,2,3,0,1,투데이공인중개사사무소,010-5588-3720,0,2017,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, 현관보안, CCTV, 화재경보기, ",0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,"['126.904805122687', '37.4920738426614']",448.0,114.0,719.0
일반원룸 골든빌2층,1000,40,0,1,1,서울시 영등포구 대림동 1066-100,7.030068364692358,7.0,0,3,3,0,1,투데이공인중개사사무소,010-5588-3720,0,2021,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ","비디오폰, 인터폰, 현관보안, CCTV, 화재경보기, ",1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,"['126.8978959184', '37.489367935102']",409.0,97.0,399.0
일반원룸 송주리치빌3층,2000,60,0,1,1,서울시 영등포구 대림동 954-4,5.444975497610261,6.0,0,3,3,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",0,2016,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","CCTV, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.90663850082', '37.492578337919']",285.0,58.0,817.0
일반원룸3층,1000,50,0,1,1,서울시 영등포구 대림동 738-14,3.956682194930123,6.0,1,5,5,0,1,(秀) 수부동산 공인중개사사무소,"02-831-6002,010-8796-4051",0,2013,"책상, 옷장, 붙박이장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","인터폰, 카드키, CCTV, 현관보안, 엘리베이터, 화재경보기, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.897786218624', '37.4970154056911']",682.0,50.0,472.0
도시형생활주택 원프라임5층,500,37,0,1,1,서울시 영등포구 대림동 824-98,5.989473047371287,5.0,1,3,3,0,1,(秀) 수부동산 공인중개사사무소,"02-831-6002,010-8796-4051",0,2016,"옷장, 냉장고, 세탁기, 싱크대, 인덕션레인지, ","비디오폰, 인터폰, CCTV, 현관보안, 방범창, 화재경보기, ",0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.901317276878', '37.4952282886142']",818.0,93.0,484.0
일반원룸3층,500,40,0,1,1,서울시 영등포구 대림동 954-4,6.999818500816747,6.0,1,3,3,0,1,이편한정문부동산공인중개사사무소,"02-844-8939,010-9229-5055",0,2018,"냉장고, 샤워부스, 세탁기, 신발장, 싱크대, 옷장, 벽걸이에어컨, ","현관보안, CCTV, ",0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['126.90663850082', '37.492578337919']",285.0,58.0,817.0
일반원룸3층,1000,50,0,1,1,서울시 영등포구 대림동,6.957468691390889,5.0,1,2,4,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",0,2017,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ",none,0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.902006335554', '37.4925087229048']",694.0,101.0,468.0
일반원룸2층,2000,50,0,1,1,서울시 영등포구 대림동 942-18,5.444975497610261,6.0,0,2,4,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",0,2020,none,none,0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.906921295775', '37.4929541908462']",267.0,40.0,827.0
일반원룸2층,2000,50,0,1,1,서울시 영등포구 대림동 942-18,6.198197108113013,6.0,1,2,3,0,1,이편한정문부동산공인중개사사무소,"02-844-8939,010-9229-5055",0,2020,"냉장고, 샤워부스, 세탁기, 신발장, 싱크대, 옷장, 벽걸이에어컨, ","현관보안, CCTV, ",0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['126.906921295775', '37.4929541908462']",267.0,40.0,827.0
일반원룸,500,33,0,1,1,서울시 영등포구 대림동 909-62,5.142476858854135,7.0,0,3,3,0,1,e-편한단지내아델포레공인중개사사무소,"02-834-5700,010-6735-9389",0,1809,none,none,0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.906958504812', '37.4961397291629']",488.0,114.0,506.0
일반원룸 원프라임5층,500,35,0,1,1,서울시 영등포구 대림동 738-14,4.174481214834533,6.0,0,5,5,0,1,다모하중개법인공인중개사사무소주식회사,"02-860-8666,010-4712-1073",0,2013,"냉장고, 세탁기, 싱크대, 책상, 신발장, 인덕션레인지, ","현관보안, CCTV, 비디오폰, 카드키, 화재경보기, ",0.5,0.0,0.5,0.0,0,0,0,0,0,0,0,1,"['126.897786218624', '37.4970154056911']",682.0,50.0,472.0
일반원룸 원프라임5층,500,35,0,1,1,서울시 영등포구 대림동 909-62,6.049972775122511,7.0,0,2,3,0,1,양지공인중개사사무소,"02-833-8965,010-5241-9118",0,2008,none,none,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,"['126.906958504812', '37.4961397291629']",488.0,114.0,506.0
일반원룸2층,500,33,0,1,1,서울시 영등포구 대림동 909-62,6.957468691390889,7.0,0,-1,4,0,1,양지공인중개사사무소,"02-833-8965,010-5241-9118",0,2008,none,none,0.0,0.5,0.0,0.5,0,0,1,0,0,0,0,0,"['126.906958504812', '37.4961397291629']",488.0,114.0,506.0
일반원룸 문영빌딩4층,300,30,0,1,1,서울시 영등포구 대림동 864-28,5.99854800653397,10.0,0,4,6,0,1,"바다부동산공인중개사사무소
",070-7510-2242,0,2011,"냉장고, 세탁기, 싱크대, 책상, 옷장, 인덕션레인지, ","현관보안, CCTV, 인터폰, ",0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,"['126.902951451357', '37.491891141974']",613.0,99.0,560.0
일반원룸1층,500,50,0,1,1,서울시 영등포구 대림동 1066-26,5.0003024986387565,10.0,0,1,4,0,1,"화랑부동산공인중개사사무소
",02-851-8941,0,2021,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, 화재경보기, ",0.5,0.0,0.5,0.0,0,0,0,0,0,0,0,1,"['126.897856831438', '37.4890920128502']",415.0,100.0,428.0
일반원룸1층,500,50,0,1,1,서울시 영등포구 대림동 734-3,5.139451872466573,5.0,0,2,5,0,1,뉴혜성공인중개사사무소,"02-830-8088,010-9052-9443",0,2015,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","비디오폰, 인터폰, 현관보안, CCTV, 엘리베이터, ",0.5,0.0,0.5,0.0,1,0,0,0,0,0,0,0,"['126.896948335282', '37.4967947421471']",693.0,48.0,425.0
일반원룸 대림메트로큐브3층,1500,6,0,1,1,서울시 영등포구 대림동 734-7,4.622179200193599,10.0,1,3,4,0,1,"스마일공인중개사사무소
","02-6953-8176,010-5687-8176",0,2012,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, 인터폰, 비디오폰, 카드키, 방범창, 경비원, 사설경비, 화재경보기, ",0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,"['126.896778926513', '37.4966361072496']",709.0,44.0,403.0
일반원룸 대림메트로큐브3층,1000,42,0,1,1,서울시 영등포구 대림동,5.142476858854135,0.0006,1,2,6,0,1,e편한세상부동산중개사무소,"02-844-4410,010-2715-6786",0,2018,"엘리베이터, ",none,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,"['126.902006335554', '37.4925087229048']",694.0,101.0,468.0
단독2층,1000,42,0,1,1,서울시 영등포구 대림동 934-49,9.074959162683768,4.0,0,2,2,0,1,양지공인중개사사무소,"02-833-8965,010-5241-9118",0,1978,none,none,0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.905146249483', '37.4924539815841']",417.0,131.0,746.0
일반원룸B1층,100,35,0,1,1,서울시 영등포구 대림동 833-13,6.999818500816747,10.0,1,-1,4,0,1,"예스공인중개사사무소
",02-844-8224,0,2018,"냉장고, 세탁기, 싱크대, 책상, 옷장, 붙박이장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, 인터폰, 방범창, 화재경보기, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.901024141294', '37.4925059219114']",715.0,66.0,382.0
다가구1층,1500,50,0,2,1,서울시 영등포구 대림동 894-59,10.587452356464397,4.0,0,1,2,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",0,1993,"베란다, ",none,0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.904898057806', '37.4947609000107']",511.0,51.0,733.0
일반원룸 에버그린4층,100,54,0,1,1,서울시 영등포구 대림동 726-2,8.469961885171516,5.0,1,4,5,0,1,미소공인중개사사무소,010-7126-8348,0,2011,"냉장고, 세탁기, 싱크대, 옷장, 신발장, 전자레인지, ","현관보안, CCTV, 인터폰, 비디오폰, 카드키, 방범창, 경비원, 화재경보기, ",0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.896677779937', '37.496097126963']",704.0,63.0,345.0
다가구1층,12000,10,0,2,1,서울시 영등포구 대림동 855-7,11.434448544981546,4.0,0,1,2,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",0,1989,none,none,0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.902944245549', '37.4935274546897']",624.0,108.0,555.0
일반원룸 원프라임3층,500,45,0,1,1,서울시 영등포구 대림동 738-14,5.0003024986387565,6.0,0,3,5,0,1,다모하중개법인공인중개사사무소주식회사,"02-860-8666,010-4712-1073",0,2013,"냉장고, 세탁기, 싱크대, 책상, 신발장, 인덕션레인지, ","현관보안, CCTV, 카드키, 화재경보기, ",1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,"['126.897786218624', '37.4970154056911']",682.0,50.0,472.0
일반원룸3층,500,39,0,1,1,서울시 영등포구 대림동 713-1,5.499425252586363,7.0,1,3,3,0,1,뉴탑공인중개사사무소,"02-868-7555,010-5457-7555",0,2016,"냉장고, 세탁기, 싱크대, 붙박이장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, CCTV, 인터폰, 화재경보기, ",1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,"['126.897362345607', '37.4944759120559']",579.0,74.0,189.0
일반원룸고층,1000,50,0,1,1,서울시 영등포구 대림동 877-22,6.049972775122511,6.0,0,4,4,0,1,다모하중개법인공인중개사사무소주식회사,"02-860-8666,010-4712-1073",0,2018,none,none,0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.904024303731', '37.4923529735888']",516.0,40.0,647.0
일반원룸고층,1000,50,0,1,1,서울시 영등포구 대림동 906-68,6.049972775122511,5.0,1,2,3,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",0,2016,none,none,0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.905520715908', '37.497429730073']",673.0,73.0,479.0
일반원룸2층,500,35,0,1,1,서울시 영등포구 대림동 975-14,4.8399782200980095,5.0,0,2,4,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",0,2018,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 벽걸이에어컨, ","CCTV, ",0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.906169382689', '37.4905543944202']",385.0,80.0,719.0
일반원룸2층,500,35,0,1,1,서울시 영등포구 대림동 954-4,4.8399782200980095,6.0,0,1,3,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",0,2016,none,none,0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.90663850082', '37.492578337919']",285.0,58.0,817.0
일반원룸1층,500,40,0,1,1,서울시 영등포구 대림동 1095-14,5.99854800653397,0.0007,1,-1,3,0,1,베테랑공인중개사사무소,"02-6082-6118,010-7191-2778",0,2017,"냉장고, 붙박이장, 세탁기, 신발장, 싱크대, 인덕션레인지, 책상, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, 화재경보기, ",0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.901036856816', '37.4875820177902']",452.0,85.0,260.0
일반원룸B1층,100,30,0,1,1,서울시 영등포구 대림동 1092-43,6.325246536390586,5.0,1,2,3,0,1,jj공인중개사사무소,"02-859-0705,010-9153-2327",0,2012,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","방범창, 비디오폰, 현관보안, CCTV, 화재경보기, ",1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,"['126.900742886916', '37.4883403294947']",508.0,46.0,348.0
일반원룸2층,500,40,0,1,1,서울시 영등포구 대림동 824-98,7.5624659689031395,5.0,1,2,3,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",0,2016,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 벽걸이에어컨, ","카드키, CCTV, 현관보안, 화재경보기, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.901317276878', '37.4952282886142']",818.0,93.0,484.0
일반원룸2층,1000,60,0,2,1,서울시 영등포구 대림동 689-13,9.99758001088995,4.0,0,2,3,0,1,미소공인중개사사무소,"02-856-3339,010-5775-2881",0,1987,"싱크대, 신발장, 가스레인지, ","현관보안, CCTV, 인터폰, 화재경보기, 베란다, 마당, ",0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['126.8988105542', '37.4991024769475']",498.0,69.0,718.0
일반원룸B1층,200,39,0,1,1,서울시 영등포구 대림동 1095-35,5.99854800653397,6.0,1,-1,3,0,1,베테랑공인중개사사무소,"02-6082-6118,010-7191-2778",0,2017,"냉장고, 붙박이장, 싱크대, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","방범창, 인터폰, 현관보안, CCTV, 화재경보기, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.900442210495', '37.4872462532357']",391.0,37.0,238.0
일반원룸B1층,200,39,0,1,1,서울시 영등포구 대림동 975-14,6.957468691390889,5.0,0,3,4,0,1,이화공인중개사,"02-833-0113,010-4318-1416",0,2018,none,none,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,"['126.906169382689', '37.4905543944202']",385.0,80.0,719.0
일반원룸저층,11000,20,0,2,1,서울시 영등포구 대림동 810-6,8.772460523927641,6.0,0,1,3,0,1,대상부동산 공인중개사사무소,"02-2066-2422,010-9088-2036",0,2016,"냉장고, 붙박이장, 세탁기, 신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ","현관보안, CCTV, ",0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.895605619978', '37.4944820313259']",502.0,77.0,143.0
일반원룸저층,500,35,0,1,1,서울시 영등포구 대림동 734-3,5.139451872466573,5.0,1,2,4,0,1,소원공인중개사사무소,"02-6396-0978,010-2929-0978",0,2015,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","현관보안, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.896948335282', '37.4967947421471']",693.0,48.0,425.0
일반원룸중층,5000,25,0,2,1,서울시 영등포구 대림동,12.099945550245023,4.0,0,2,3,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",0,1996,"베란다, ",none,0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.902006335554', '37.4925087229048']",694.0,101.0,468.0
다가구B1층,300,40,0,2,1,서울시 영등포구 대림동 658-8,9.982455078952144,4.0,0,-1,2,0,1,꿀벌부동산공인중개사사무소,"070-4388-4982,010-4966-4982",0,1985,"싱크대, ",none,0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.8989619169', '37.5029255732829']",260.0,145.0,876.0
G밸리소홈 1동6층,1000,61,0,1,1,서울시 영등포구 대림동 778-10,5.61134974892613,6.0,1,2,6,0,1,"한큐공인중개사사무소
","010-9150-5340,010-9150-5340",0,2018,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","비디오폰, 현관보안, CCTV, 엘리베이터, 화재경보기, ",1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,"['126.895456723398', '37.4993267902337']",410.0,45.0,669.0
일반원룸 다온채2층,3000,50,0,2,1,서울시 영등포구 대림동,12.099945550245023,5.0,0,1,3,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",0,2018,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 벽걸이에어컨, ","카드키, CCTV, 현관보안, 화재경보기, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.902006335554', '37.4925087229048']",694.0,101.0,468.0
일반원룸 코뿔소고층,500,40,0,1,1,서울시 영등포구 대림동 700-23,5.444975497610261,12.0,0,5,5,0,1,소원공인중개사사무소,"02-6396-0978,010-2929-0978",0,2010,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","현관보안, CCTV, 베란다, ",0.5,0.0,0.5,0.0,0,0,0,0,0,0,1,0,"['126.901128573062', '37.4942614408779']",799.0,129.0,420.0
일반원룸 코뿔소고층,100,37,0,1,1,서울시 영등포구 대림동 700-15,5.444975497610261,6.0,0,1,4,0,1,소원공인중개사사무소,"02-6396-0978,010-2929-0978",0,2019,"냉장고, 붙박이장, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","현관보안, CCTV, ",0.5,0.0,0.5,0.0,0,0,0,0,0,0,1,0,"['126.90133567222', '37.4938811188971']",771.0,88.0,423.0
일반원룸저층,2,50,0,2,1,서울시 영등포구 대림동,14.822433299050154,6.0,1,5,5,0,1,"슬기로운부동산공인중개사사무소
","02-582-3339,010-5307-3336",0,2020,"냉장고, 세탁기, 인덕션레인지, 천장에어컨, ","엘리베이터, ",0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.902006335554', '37.4925087229048']",694.0,101.0,468.0
일반원룸 에버그린고층,500,40,0,1,1,서울시 영등포구 대림동 726-2,5.444975497610261,5.0,0,4,4,0,1,소원공인중개사사무소,"02-6396-0978,010-2929-0978",0,2011,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","현관보안, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.896677779937', '37.496097126963']",704.0,63.0,345.0
일반원룸 에버그린고층,500,40,0,1,1,서울시 영등포구 대림동 833-13,5.444975497610261,7.0,0,1,4,0,1,소원공인중개사사무소,"02-6396-0978,010-2929-0978",0,2018,"냉장고, 붙박이장, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","현관보안, ",0.5,0.0,0.5,0.0,0,0,0,0,0,0,1,0,"['126.901024141294', '37.4925059219114']",715.0,66.0,382.0
일반원룸저층,1000,60,0,2,1,서울시 영등포구 대림동,13.612438744025651,4.0,1,0,2,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",0,1990,none,none,0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.902006335554', '37.4925087229048']",694.0,101.0,468.0
일반원룸 데이지 2층,2000,70,0,1,1,서울시 영등포구 대림동 1093-30,8.001088995099522,4.0,1,2,4,0,1,"정하나공인중개사사무소
","02-851-1123,010-8394-7978",0,2018,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, ",none,0.5,0.0,0.0,0.5,0,0,1,0,0,0,0,0,"['126.901467615459', '37.4879578277089']",509.0,79.0,299.0
일반원룸 데이지 2층,2000,70,0,1,1,서울시 영등포구 대림동,8.999334502994737,4.0,0,2,4,0,1,월드공인중개사사무소,"02-831-8207,010-4344-5916",0,2017,none,none,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,"['126.902006335554', '37.4925087229048']",694.0,101.0,468.0
도시형생활주택,3000,50,0,1,1,서울시 영등포구 대림동 704-14,6.733619698711356,4.0,0,5,5,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",1,2021,"신발장, 냉장고, 싱크대, 인덕션레인지, 천장에어컨, ","인터폰, 카드키, CCTV, 현관보안, 엘리베이터, 화재경보기, ",0.5,0.0,0.0,0.5,1,0,0,0,0,0,0,0,"['126.898904918235', '37.4925230486098']",544.0,95.0,196.0
일반원룸고층,200,30,0,1,1,서울시 영등포구 대림동 990-110,6.999818500816747,10.0,0,3,3,0,1,"화랑부동산공인중개사사무소
",02-851-8941,0,1994,"냉장고, 세탁기, 싱크대, 옷장, 신발장, 전자레인지, 인덕션레인지, ","현관보안, ",0.5,0.0,0.0,0.5,0,0,1,0,0,0,0,0,"['126.904329515126', '37.4884412277985']",657.0,124.0,434.0
일반원룸고층,200,30,0,1,1,서울시 영등포구 대림동 954-4,5.444975497610261,6.0,0,3,3,0,1,대승부동산공인중개사,"02-844-5949,010-2922-5949",0,2016,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","CCTV, ",0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.90663850082', '37.492578337919']",285.0,58.0,817.0
일반원룸3층,1000,50,0,1,1,서울시 영등포구 대림동,4.997277512251195,7.0,0,1,4,0,1,하나세인스톤공인중개사사무소,"02-868-8884,010-2974-8806",0,2019,"냉장고, 세탁기, 신발장, 싱크대, 인덕션레인지, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, 화재경보기, ",0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.902006335554', '37.4925087229048']",694.0,101.0,468.0
단독 띠아모저층,100,44,0,1,1,서울시 영등포구 대림동 721-17,5.444975497610261,5.0,0,3,4,0,1,뉴혜성공인중개사사무소,"02-830-8088,010-9052-9443",0,2010,"냉장고, 세탁기, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, 베란다, ",1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,"['126.898015596587', '37.4964859924579']",744.0,28.0,419.0
일반원룸 윤석텔3층,500,45,0,1,1,서울시 영등포구 대림동 833-13,5.444975497610261,7.0,0,-1,4,0,1,뉴혜성공인중개사사무소,"02-830-8088,010-9052-9443",0,2018,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, ",0.5,0.0,0.0,0.5,0,0,0,0,0,0,0,1,"['126.901024141294', '37.4925059219114']",715.0,66.0,382.0
일반원룸B1층,100,38,0,1,1,서울시 영등포구 대림동 700-15,5.444975497610261,7.0,0,-1,4,0,1,뉴혜성공인중개사사무소,"02-830-8088,010-9052-9443",0,2019,"냉장고, 세탁기, 신발장, 싱크대, 옷장, 인덕션레인지, 전자레인지, 책상, 벽걸이에어컨, ","인터폰, 현관보안, CCTV, ",0.5,0.0,0.0,0.5,0,0,0,0,0,0,0,1,"['126.90133567222', '37.4938811188971']",771.0,88.0,423.0
일반원룸B1층,100,37,0,1,1,서울시 영등포구 대림동 726-2,5.6869744086151615,4.0,0,2,5,0,1,선영공인중개사사무소,"02-848-8480,010-9882-8480",0,2011,"CCTV, 현관보안, ",none,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,"['126.896677779937', '37.496097126963']",704.0,63.0,345.0
단독,300,25,0,1,1,서울시 영등포구 대림동,7.5624659689031395,4.0,0,3,3,0,1,e편한보라공인중개사사무소,"02-832-0023,010-5628-3788",0,1989,none,none,0.5,0.0,0.5,0.0,0,0,1,0,0,0,0,0,"['126.902006335554', '37.4925087229048']",694.0,101.0,468.0
일반원룸,300,45,0,1,1,서울시 영등포구 대림동 1095-30,7.5624659689031395,5.0,0,0,2,0,1,한마음공인중개사사무소,"02-842-4200,010-8425-4200",0,2017,"옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션레인지, 전자레인지, 벽걸이에어컨, ","카드키, CCTV, 현관보안, 화재경보기, ",0.0,0.5,0.0,0.5,0,0,1,0,0,0,0,0,"['126.900663802809', '37.4873509566503']",412.0,49.0,242.0
일반원룸 윤석텔,500,45,0,1,1,서울시 영등포구 대림동 721-17,5.499425252586363,5.0,0,3,4,0,1,가고파부동산공인중개사사무소,"02-835-7802,010-8800-7802",0,2010,"CCTV, 현관보안, 베란다, ",none,0.0,0.5,0.5,0.0,0,0,1,0,0,0,0,0,"['126.898015596587', '37.4964859924579']",744.0,28.0,419.0
